,Unnamed: 0,Unnamed: 0.1,category,channel_id,dislike,duration,like,publish_date,title,vid,view
0,0,0,Komedi,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3609,PT5M51S,272976,-,8 MILLION BROS!,5DXRdOvZYsE,6603917.0
1,1,1,Grand Theft Auto,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2188,PT5M12S,113702,-,GRENNY DED ;_; (GTAV Online #4),RCLVNbSGH-w,3726744.0
2,2,2,Five Nights at Freddy's 2,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2269,PT11M18S,170938,-,FIVE NIGHTS AT FREDDY'S 2 - THE HARDEST JUMPSCARES!! (NIGHT 3),2PazPpM5_r0,4651941.0
3,3,3,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1017,PT6M24S,154244,-,VLOG - Singapore - BROS ARE EVERYWHERE!,yrhZcucdLH4,2780418.0
4,4,4,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3180,PT4M44S,318826,-,I Share My Secret...,LcyIopv-4UQ,7660821.0
5,5,5,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,193,PT30M42S,15290,-,[Funny/Horror] Amnesia: 30 MINUTE SPECIAL! :D - Followed By Death: Chapter One,On9PezFoT1I,721819.0
6,6,6,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,7448,PT11M27S,351148,-,DO NOT RIDE SNAKE / Getting Over It / #7,KQz9LftS6ls,5444964.0
7,7,7,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1657,PT11M36S,103324,-,"MOST INTENSE GAME MINIGOLF OF THE CENTURY OF THE UNIVERSE, I SWEAR!",D0WJ38C5o2o,3864098.0
8,8,8,LIMBO,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1023,PT15M15S,68219,-,Limbo Walkthrough - Part 1 (Playthrough / Let's Play),PE-U1k4XUQk,2661128.0
9,9,9,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5036,PT10M20S,261287,-,Time To Say Bye.,BIkvy7fVOgc,6073262.0
10,10,10,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,36,PT12M45S,4777,-,Amnesia: Custom Story: La Caza - Part 1,krFQqMFj-2A,214896.0
11,11,11,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,21390,PT5M17S,926736,-,READING MEAN COMMENTS. - (Fridays With PewDiePie - Part 78),5163pfq4xAg,32524158.0
12,12,12,Infamous: Second Son,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2189,PT23M17S,241196,-,I'M SMOSES - Infamous: Second Son - Part 2,3MULG0x8QJE,6204886.0
13,13,13,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,52,PT9M35S,5099,-,[Funny/Horror] Amnesia: WHY CANT WE BE FRIENDS? - Nightmare,9rcXk_29CS4,258954.0
14,14,14,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4499,PT8M16S,255778,-,"INDOOR FIREWORKS, OUTDOORS... (5 Weird Stuff Online - Part 22)",tNPr_hVCBqo,4945559.0
15,15,15,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4930,PT6M12S,484560,-,DISGUSTING JEALLY BEAN CHALLENGE,oJNDHy20Ebs,11797489.0
16,16,16,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2947,PT8M7S,301912,-,FINGER HANDS?! (5 Weird Stuff Online - Part 09),lkxqCiseuoU,6786649.0
17,17,17,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3205,PT2M5S,109008,-,DISSING YOUR MOMS! (BroKen Podcast w/Jackcepticeye - Part 8),j7n5VOZ5qJE,3399376.0
18,18,18,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1606,PT9M44S,132844,-,Biggest Plot Twist Of All Time! - Evie: Existor - Part 4,hXHckEbvGHM,8032148.0
19,19,19,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1791,PT9M57S,172050,-,THIS GAME IS SO SCARY... Power Drill Massacre.,dzMEXqE5Xbk,4554617.0
20,20,20,Videoidenpiilotusoperaatio,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5088,PT16M46S,244965,-,The Hardest Game In The Universe?,vO7eyFoSbAc,4662144.0
21,21,21,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3455,PT7M50S,359966,-,IS MY DAD GAY? (Google Feud w/ KickThePJ),fvTtrAcaGLY,7173970.0
22,22,22,Octodad: Dadliest Catch,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1907,PT11M35S,132721,-,NOBODY SUSPECTS A THING! - Octodad: Dadliest Catch (Pre Build) - Part 2,b4M81RVdmpw,5852163.0
23,23,23,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2016,PT44M39S,131716,-,IS THIS GAME TOO MUCH?? - Corpse Party - Part 2 - Chapter 2 (End),2rM4sRF0SOU,5406989.0
24,24,24,Who's Your Daddy?,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2322,PT8M42S,157831,-,BABY GONE SEXUAL - (Who's Your Daddy? - Part 2),waeR5S2mXXs,5350564.0
25,25,25,jack0lantern(ê¹¹ë¶?),UC-lHJZR3Gqxm24_Vd_AJ5Yw,19672,PT10M4S,223345,-,DRINKING PISS FOR VIEWS,8Q6pVF-S48Q,4260882.0
26,26,26,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,33,PT13M17S,4473,-,Amnesia: Abduction [Custom Story] Part 9,T6yA7C___lQ,154263.0
27,27,27,Tschonti,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4619,PT6M55S,329826,-,PEWDIEPIE CRINGE,NidE0fa4wcY,7891522.0
28,28,28,666 metalhead,UC-lHJZR3Gqxm24_Vd_AJ5Yw,11060,PT5M8S,594300,-,TRY NOT TO LAUGH! #05 **DANK EDITION**,pzwRpY-Mu9c,12665518.0
29,29,29,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3133,PT5M2S,96412,-,ARE YOU A HIPSTER? (BroKen TLDR #9),UBvVh_oG1O8,2892847.0
30,30,30,Postal 2,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2836,PT10M1S,142162,-,Leg Soup. (Postal 2 -- Part 4),LgFG5OgPnq0,3235796.0
31,31,31,Doom 3,UC-lHJZR3Gqxm24_Vd_AJ5Yw,265,PT14M26S,16324,-,PLAY DOOM THEY SAID! - Doom 3 - Playthrough - Part 3,VthUwkvsJfY,832561.0
32,32,32,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1527,PT10M21S,185749,-,TWO HEADED TURTLE!,1c_ORyVoCiU,3261210.0
33,33,33,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3867,PT0M22S,280543,-,Oculus Rift: The Future is Here...,Oo2CbxaOyMc,12731417.0
34,34,34,Grand Theft Auto V,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4412,PT8M19S,331079,-,SENPAI NOTICED ME! - GTA 5 - Part 2,vQ9Mi--YcmA,12834133.0
35,35,35,Hiburan,UC-lHJZR3Gqxm24_Vd_AJ5Yw,410,PT17M4S,36853,-,[Funny] Amnesia: STEPHANOS HOUSE - CUSTOM MADE FOR ME :D,dAWH1qHevzw,2262644.0
36,36,36,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,451,PT12M10S,38728,-,WHY DOES HE EAT ME?! - Amnesia: Rain (6),s0LhPnjCrXE,1198778.0
37,37,37,Geometry Dash,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3622,PT7M36S,299612,-,The Impossible Game? (Geometry Dash),_Hf13K3UW1I,9477820.0
38,38,38,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2481,PT23M51S,127331,-,THE HOTTEST GAME IN THE UNIVERSE / Bayonetta / Part 2,58XDgRCKxl0,3491224.0
39,39,39,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,126,PT11M35S,15355,-,WALL-E IN AMNESIA?! - Amnesia: Custom Story - Part 2 - Harmsfuls Wrath,zP4EZVaSK9I,786818.0
40,40,40,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,431,PT12M53S,29499,-,JUMPING OUT OF MY CHAIR! - Amnesia: Custom Story - Lost The Lights - Part 5,gKxcjqgHiFo,979140.0
41,41,41,Goat Simulator,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2635,PT11M48S,250524,-,Demon Simulator - DEMON GOAT,aCPSw0srSsA,8584163.0
42,42,42,Odi's Channel,UC-lHJZR3Gqxm24_Vd_AJ5Yw,11365,PT11M29S,574206,-,THE 5 YEAR OLD THAT WILL SURPASS PEWDIEPIE,4CjLK1mB_II,8921418.0
43,43,43,Jazzpunk,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1596,PT12M51S,138212,-,A WONDERFUL VACATION! - (Jazzpunk) #3,W3QPBZvYxeg,4843908.0
44,44,44,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3980,PT12M40S,238559,-,GG,bTB25cgO8YM,5606183.0
45,45,45,Cry of Fear,UC-lHJZR3Gqxm24_Vd_AJ5Yw,128,PT11M20S,14668,-,TWO SWEDISH POLICE OFFICERS ON A JOURNEY - Cry Of Fear - Coop - Playthrough - Part 32 - YouTube,oGNEVRp2mJI,912534.0
46,46,46,The Walking Dead,UC-lHJZR3Gqxm24_Vd_AJ5Yw,791,PT19M19S,73432,-,REVENGEFUL LEE! - The Walking Dead: Episode 5: Part 3 (No Time Left),7PuANCzUc8A,3994253.0
47,47,47,Starwhal,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2253,PT6M41S,184954,-,"Playing Just the tip, with my girlfriend (Starwhals).",f2obiZ3XOgw,8151250.0
48,48,48,Hiburan,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2418,PT6M7S,404734,-,HOW TO DRAW. - (Fridays With PewDiePie - Part 82),wLbN2em_YUA,8216289.0
49,49,49,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1024,PT7M5S,200322,-,IM IN JAPAN FOR A DAY,tKdxPbGBRbM,2544732.0
50,50,50,Dead Rising 3,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1685,PT8M40S,160887,-,ZAMBIE BALLOONS?!!?!??!?!?,78c3_mW3hrw,2924574.0
51,51,51,The Sims 2,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2999,PT8M31S,234998,-,CREATING MY GIRLFRIEND - The Sims,UTXCu1VQDRw,7225941.0
52,52,52,SCP â?? Containment Breach,UC-lHJZR3Gqxm24_Vd_AJ5Yw,296,PT9M14S,27934,-,MADE ME CRY :'( - SCP: Containment Breach - Part 4 - Let's Play (+download link),jzJ0R8NQJvk,1359185.0
53,53,53,Game of Thrones,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2207,PT108M15S,69262,-,GAME OF THRANS - Episode 3,goz1GBjGIK0,2760732.0
54,54,54,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2156,PT8M13S,141301,-,HARDCORE PARKOUR!,Hurz0ZQbbMU,3241360.0
55,55,55,Yasmine Vega,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2886,PT7M8S,221976,-,CAN YOU WATCH THIS WITHOUT MOVING? (Don't Let Go! - Part 2),FzSV16rX2O0,6323879.0
56,56,56,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,64,PT12M57S,6141,-,Amnesia: Zombie Escape [Custom Story] Part 2,gkLu3cxJgE8,354461.0
57,57,57,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1186,PT8M42S,119551,-,SCARY CYBORG ELEPHANT - (Oculus Rift),eFK1_miZ0eU,3847526.0
58,58,58,Goat Simulator,UC-lHJZR3Gqxm24_Vd_AJ5Yw,917,PT10M22S,90310,-,HUNTER GOAT // Goat MMO #2,zMkLoaQEb9M,2809842.0
59,59,59,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,37,PT5M11S,5150,-,"[Funny, Horror] Amnesia: FINAL - BLACK FOREST CASTLE V2. - Part 4",4-pQM3kSAJU,214837.0
60,60,60,Sebastian Piecka,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5767,PT8M33S,261337,-,help.,iMJ6BaWdi9s,3729566.0
61,61,61,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2341,PT45M24S,123138,-,AO ONI,ulXwGuUx2L0,3028572.0
62,62,62,The Walking Dead,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1001,PT18M6S,76176,-,WHO WILL LIVE? - Walking Dead: Episode 4: Part 6,zlVSXzSbE_8,4103212.0
63,63,63,elianagasparin,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5377,PT12M42S,287078,-,Try Not To Cringe: E3 Edition,ga7wMjVoLGg,6113921.0
64,64,64,Minecraft,UC-lHJZR3Gqxm24_Vd_AJ5Yw,9628,PT8M47S,285980,-,I'M IN MINECRAFT NOW! (Facerig - Part 7),gA4wPCzQplE,11419203.0
65,65,65,Road Redemption,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2149,PT11M44S,221264,-,"THIS GAME IS AMAZE, GOTTA CHECK OUT!",0tZZGgz9U7Q,6710248.0
66,66,66,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1673,PT12M56S,107026,-,DEADLY BROFISTS! - Pewds & Cry Plays: Bloody Trapland - Part 1,ukuRyCf9CDY,7683830.0
67,67,67,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2070,PT16M49S,157164,-,THE WORLDS SCARIEST BUTTHOLE,10wZr90BPR8,5890298.0
68,68,68,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,188,PT16M32S,20838,-,WATER MONSTER ;_; - Amnesia: Custom Story - Part 2 - The Cruel Ways... - YouTube,Wm1mS4CQrew,995454.0
69,69,69,The Typing of the Dead,UC-lHJZR3Gqxm24_Vd_AJ5Yw,959,PT10M54S,69199,-,GREATEST VOICE-ACTING IN ANY VIDEO GAME EVER - The Typing of the Dead - Part 2,9t5ItWlWyDg,2038392.0
70,70,70,Slender,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1612,PT7M5S,154186,-,How To: Become Slender Man! (Gmod - Stop it Slender),IcIYp-LrNdQ,5224051.0
71,71,71,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4344,PT6M31S,437569,-,LEARN SWEDISH SWEARWORDS,jRC-UlucmRU,7798849.0
72,72,72,The Anime Watcher,UC-lHJZR3Gqxm24_Vd_AJ5Yw,13225,PT6M36S,765812,-,TRY NOT TO SMILE CHALLENGE #1,HOgo5rZ6qbs,16297911.0
73,73,73,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,15966,PT6M14S,556504,-,GAME BANNED FROM KIDS? - Talking Angela,pzYxlKSgxh0,36388703.0
74,74,74,Melissa Borba,UC-lHJZR3Gqxm24_Vd_AJ5Yw,6443,PT10M29S,545893,-,YOUTUBE TOUCHED MY SPAGET - LWIAY #0018,KwIUp8NWIVw,9441125.0
75,75,75,Christmas Shopper Simulator,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1565,PT5M54S,160803,-,CHRISTMAS SIMULATOR,nyQJ9h_eIK8,3841641.0
76,76,76,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,574,PT7M44S,54246,-,BARRELS... BARRELS EVERYWHERE! - (Sunday With PewDiePie),CTKU3nX-vps,1164000.0
77,77,77,Happy Wheels,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1857,PT11M4S,90879,-,HAPPY WHEELS RAP! - Happy Wheels - Part 65,FReYV-hNVjs,6854043.0
78,78,78,Pendidikan,UC-lHJZR3Gqxm24_Vd_AJ5Yw,328,PT3M54S,16091,-,AMNESIA: A Machine for Pigs - (Fridays With PewDiePie - Part 16),cj00r1VFdnc,555145.0
79,79,79,Super Mario 64,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2969,PT6M31S,147632,-,MARIO & LUIGI: A LOVE STORY,GlOPV-Uolmo,4790790.0
80,80,80,Komedi,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1031,PT8M35S,103342,-,KILLING ZOMBIES! Mail Time! - (Fridays With PewDiePie - Part 49),4yazo_aARvo,3754448.0
81,81,81,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1242,PT13M38S,74691,-,AWESOME NEW FREE HORROR GAME! - Erie: Part 1 - Let's Play (+Download Link),BybeL6iOo4Q,4506839.0
82,82,82,ricky,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3101,PT10M6S,246341,-,GET PEWDIEPIE'D (PAX VLOG 2016),SK7iFSx0yFQ,3914490.0
83,83,83,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1129,PT10M24S,85284,-,Pulse - Part 1 - CUTEST HORROR EVER!?,SZ0jA_0x9kA,3030356.0
84,84,84,Hiburan,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2274,PT7M56S,218280,-,NO ONE THINKS IM COOL :( (Mail Time) - (Fridays With PewDiePie - Part 59),oyFD-_DGNuY,6210136.0
85,85,85,The Walking Dead,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2695,PT22M6S,88619,-,The Walking Dead 400 Days Gameplay DLC (Shel) Part 4,DKpeheWp980,2671831.0
86,86,86,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5747,PT7M6S,317554,-,Wtf happened to this channel... (5 Weird Stuff Online - Part 13),zUGvSZUjGP4,7407672.0
87,87,87,Slender: The Arrival,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1534,PT10M7S,119238,-,Pesadelo O InÃ­cio - WORST JUMPSCARE EVER! (Part 1) Brazilian Horror,tLbGWYi41dE,3995417.0
88,88,88,Sara ElDiablo,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1819,PT29M10S,119223,-,BEST PART! - Outlast 2 - Part 5,JntTS-7uMXg,3149169.0
89,89,89,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4232,PT27M25S,58778,-,WORST THINGS ON THE INTERNET? (BroKen Podcast - Part 11),gPi8a5zKu_E,2276233.0
90,90,90,Duck Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1902,PT4M58S,163923,-,DUCK GAME.,sFE8aDEH47U,3430777.0
91,91,91,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3476,PT3M57S,146015,-,ILLEGAL HORROR GAME?! -- Satan Satan.,E1jMKygqYQ0,4318579.0
92,92,92,Cry of Fear,UC-lHJZR3Gqxm24_Vd_AJ5Yw,281,PT15M42S,28283,-,RUBENS MOM MAKES A COMEBACK - Cry Of Fear: Playthrough - Part 3,1vS4BgzVN8Q,1455348.0
93,93,93,ã??ã?¤ã?¹ã??ã?£ã?³ã??ã?«,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3740,PT10M23S,266623,-,THE GIRLFRIEND SHAME..,sDKPtObKlcw,4471689.0
94,94,94,Condemned 2: Bloodshot,UC-lHJZR3Gqxm24_Vd_AJ5Yw,173,PT11M22S,14094,-,TWIST THEM NIPPLES! - Condemned 2: Blood Shot - Let's Play - Part 6,puMQRP-OIM4,427485.0
95,95,95,Kjartan Breki Mariuson,UC-lHJZR3Gqxm24_Vd_AJ5Yw,25267,PT3M9S,751955,-,"BROFIST (PewDiePie Song, By Roomie)",5pEPpNpbnCI,25810417.0
96,96,96,WWE SuperCard,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3800,PT4M39S,218141,-,SHARKNADO: The Game!,SwEQ_tzbKNg,8199504.0
97,97,97,Just Cause 2,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1310,PT7M4S,109970,-,HiLARIOUS BADASSORY - Just Cause 2,RrsDXR7Qwz0,4377710.0
98,98,98,Silent Hill,UC-lHJZR3Gqxm24_Vd_AJ5Yw,253,PT19M20S,17203,-,HELP ME... - Let's Play: Silent Hill 1 - Part 17,xDXibmXkinc,606109.0
99,99,99,The Evil Within,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1103,PT22M45S,130314,-,THE BIGGEST TROLL EVER MADE THIS GAME.. - The Evil Within - Gameplay - Walkthrough (Chapter 3),MvhbQCB8djE,4041294.0
100,100,100,Infamous: Second Son,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1542,PT14M27S,180190,-,MY AMAZING GRAFITTI! - Infamous: Second Son - Part 4 - Gameplay,VEJY_MhOVks,4980719.0
101,101,101,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1725,PT3M57S,228730,-,WHAT'S BEEN HAPPENING?!,2HY4XTBZHy0,3859686.0
102,102,102,Kerbal Space Program,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3205,PT6M17S,218104,-,I'M GOING TO SPACE! (Kerbal Space Program),ho70DT1Fvdw,4764276.0
103,103,103,PewDiePie: Legend of the Brofist,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4448,PT14M4S,227461,-,PEWDIEPIE: LEGEND OF THE BROFIST - Part 1,GLSFXFP_qJ4,7672789.0
104,104,104,Dark Souls,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1114,PT14M31S,117550,-,BED OF CHAOS! - Dark Souls - Part 14,ivM4y2o2bXs,4035785.0
105,105,105,Slender,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2461,PT7M24S,258941,-,I'M NEVER PLAYING THIS AGAIN... - Affected (Oculus Rift Horror) - The Mansion,OuTlcKNGzaw,8213962.0
106,106,106,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,6087,PT4M26S,408919,-,[FUNNY] TOP SCARIEST MOMENTS OF GAMING! (JUMPSCARES) episode 8,4dWIQ9N_tSc,23719287.0
107,107,107,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5326,PT7M28S,566156,-,7 SECOND CHALLENGE! - (Fridays With PewDiePie - Part 85),AUEN8o6gQUo,14433940.0
108,108,108,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,154,PT10M51S,7378,-,Amnesia: Playthrough Part: 21 - WTF IS A WOODEN CRANK?,9dzRxKDovGM,358008.0
109,109,109,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3586,PT3M45S,118098,-,HACKED ZELDA NIGHTMARES.,n648c_beeRI,4031625.0
110,110,110,Blog & Orang,UC-lHJZR3Gqxm24_Vd_AJ5Yw,276,PT24M21S,19308,-,HEART OF DARKNESS (4),30InPs3sy20,410514.0
111,111,111,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,37,PT14M17S,5932,-,Amnesia: Playthrough Part: 33 - I WANNA TWIST AGRIPPA'S NIPPLES,12DyoKxgjko,376644.0
112,112,112,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2040,PT6M28S,108374,-,MY WEIRD CREATIONS,uwSuPegXJuo,2451692.0
113,113,113,Garry's Mod,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1716,PT10M20S,114626,-,GETTING AWAY WITH MURDER!,Y5TmWut-BS4,5742604.0
114,114,114,PewDiePie's Tuber Simulator,UC-lHJZR3Gqxm24_Vd_AJ5Yw,8824,PT10M3S,392186,-,STOP DOING THIS...,dR8yHXpLQlA,11009098.0
115,115,115,Hiburan,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2801,PT10M26S,156983,-,MAIL TIME! - (Fridays With PewDiePie - Part 51),BX3r67rVan8,7165852.0
116,116,116,Grand Theft Auto,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2746,PT8M18S,188208,-,HITCHHIKER SIMULATOR (Rides With Strangers),BGEPcDLs3AQ,5671045.0
117,117,117,The Forest,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1510,PT10M50S,138352,-,How To Make $$ In: The Forest,07qn3QeIXmM,3946416.0
118,118,118,Goat Simulator,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5700,PT6M41S,204012,-,Shrek Simulator - SHREK GOAT,yKqwxX9CGwE,10878912.0
119,119,119,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1581,PT8M16S,110695,-,RAT BURGER DELICIOUSNESS - Hamburger Game Multiplayer,b1xCyw4CHrU,4999200.0
120,120,120,Dark Souls,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2245,PT11M53S,132010,-,LOOK WHAT THIS WILL DO TO YOU! - Dark Souls - Part 13,WinmkZ9ANng,5931352.0
121,121,121,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3557,PT7M8S,196934,-,DRAWING FANFICTIONS #2,zdJPuNEJqKs,4707526.0
122,122,122,Until Dawn,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2967,PT39M49S,201634,-,THIS JUMPSCARE WILL MAKE U SHIT YOUR PANTS / Until Dawn / Part 7,M8ctycCHJpI,6386377.0
123,123,123,McPixel,UC-lHJZR3Gqxm24_Vd_AJ5Yw,514,PT12M42S,38110,-,SAILOR MOON FATALITY! - McPixel - Part 8,T4o7rBIToDg,1939799.0
124,124,124,5 minute perfect subtitles,UC-lHJZR3Gqxm24_Vd_AJ5Yw,5933,PT10M37S,242837,-,HOW TO BE COOL - TRY NOT TO CRINGE CHALLENGE,s9kFSpKK7Uk,6034484.0
125,125,125,Didrik Galteland,UC-lHJZR3Gqxm24_Vd_AJ5Yw,17205,PT13M26S,403291,-,Nick Crompton Collab - YLYL #0002,01EiIT2A8b4,10618022.0
126,126,126,YouTube Gaming,UC-lHJZR3Gqxm24_Vd_AJ5Yw,25357,PT5M35S,562097,-,POKEMON GO | GOING TOO FAR? (BeastMaster 64 Episode 1),ATYXYBLD5uI,19963362.0
127,127,127,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2605,PT11M10S,182363,-,Hole in the Wall - (Kinect With Girlfriend),-tC0LeKvI0k,10821626.0
128,128,128,V,UC-lHJZR3Gqxm24_Vd_AJ5Yw,1115,PT20M58S,72224,-,The Walking Dead - ZAMBIE KILLAN! - The Walking Dead - Episode 1 (A New Day) - Part 4,8oXTvHWZIMk,5052115.0
129,129,129,Amnesia: The Dark Descent,UC-lHJZR3Gqxm24_Vd_AJ5Yw,49,PT15M31S,7498,-,Amnesia: Abduction [Custom Story] Part 3,rNnEqavGrVk,360427.0
130,130,130,Game,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3952,PT3M22S,116296,-,The Worlds Most Competitive Game. (BroKen),MxjI8_v7938,3818517.0
131,131,131,JenduckyOfficial,UC-lHJZR3Gqxm24_Vd_AJ5Yw,60324,PT12M4S,785634,-,JAKE PAUL IN THE TITLE,R3fr2r_FkKE,13345745.0
132,132,132,Condemned: Criminal Origins,UC-lHJZR3Gqxm24_Vd_AJ5Yw,207,PT12M50S,26790,-,SO FULL OF WIN! - Condemned: Criminal Origins - Lets Play - Part 15,oSTjPTBwNCY,925457.0
133,133,133,The Wolf Among Us,UC-lHJZR3Gqxm24_Vd_AJ5Yw,969,PT25M30S,102095,-,WHAT'S BEHIND THE PIGS? - Wolf Among Us - Episode 4 - Part 2,aFM7YmJlYx0,2712156.0
134,134,134,Resident Evil 7: Biohazard,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2662,PT22M33S,202488,-,Resident Evil 7 - Part 6 - THE CRINGE FROM THIS GUY..,wFBa4O5RSsY,5931226.0
135,135,135,lisa,UC-lHJZR3Gqxm24_Vd_AJ5Yw,3874,PT14M25S,204744,-,MY SECRET COLLECTION,fKO-w3MdOL4,2922926.0
